restaurant_name,email,website,source,yelp_rating,yelp_review_count,yelp_price,yelp_categories,yelp_phone,yelp_address,yelp_url
Mr. Bubbles Cafe CANAL ST,mrbubblesnola@gmail.com,http://mrbubblescafe.square.site/,original,4.3,82.0,$,"Vietnamese, Sandwiches, Cafes",(504) 516-2994,"1441 Canal St, New Orleans, LA, 70112",https://www.yelp.com/biz/mr-bubbles-cafe-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Chicken & Sides,john.chickennsides@gmail.com,https://chickennsides.com/,original,3.9,24.0,,"Desserts, Southern, Chicken Wings",(504) 644-2946,"2323 Canal St, New Orleans, LA, 70119",https://www.yelp.com/biz/chicken-and-sides-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Brewery Saint X,inquiries@brewerysaintx.com,https://www.brewerysaintx.com/,original,4.2,74.0,$$,"Breweries, Burgers",(504) 788-0093,"734 Loyola Ave, New Orleans, LA, 70113",https://www.yelp.com/biz/brewery-saint-x-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Boulevard American Bistro,boulevard@boulevardbistro.com,https://boulevardbistro.com/,original,3.6,60.0,,"American, Wine Bars, Cocktail Bars",(504) 581-7103,"801 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/boulevard-american-bistro-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Misa - Mediterranean Kitchen,sonofabunburgerbar@gmail.com,https://www.misanola.com/,original,4.0,238.0,$$,"Falafel, Middle Eastern",(504) 267-7357,"4800 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/tals-hummus-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
HIEUX Boil Seafood House,hieuxboilseafoodhouse2@gmail.com,https://hieux.com/,original,4.0,241.0,$$,"Seafood, Cajun/Creole, Cocktail Bars",(504) 766-0478,"4077 Tulane Ave, New Orleans, LA, 70119",https://www.yelp.com/biz/hieux-boil-seafood-house-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Mid-City Chicken and Po-Boy's,midcitychickenandpoboy@gmail.com,http://www.midcitychickenandpoboys.com/,original,4.2,10647.0,$$,"Cajun/Creole, Seafood, Breakfast & Brunch",(504) 525-6002,"739 Conti St, New Orleans, LA, 70130",https://www.yelp.com/biz/oceana-grill-new-orleans-4?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Vals,vals@curenola.com,http://www.valsnola.com/,original,3.8,236.0,$$,"Seafood, Tacos",(504) 356-0006,"4632 Freret St, New Orleans, LA, 70115",https://www.yelp.com/biz/vals-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Peacock Room,info@peacockroomnola.com,https://peacockroomnola.com/,original,4.4,220.0,$$,"Beer, Wine & Spirits, Cocktail Bars",(504) 324-3073,"501 Tchoupitoulas St, New Orleans, LA, 70130",https://www.yelp.com/biz/peacock-room-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
smoke & honey,smokesmokehoneyhoney@gmail.com,http://www.smokesmokehoneyhoney.com/,original,4.3,61.0,$$,"Greek, Soul Food, Cocktail Bars",,"3301 Bienville St, New Orleans, LA, 70119",https://www.yelp.com/biz/smoke-and-honey-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Couvant,hello@couvant.com,http://www.couvant.com/,original,4.1,252.0,,"Brasseries, French",(504) 732-2400,"315 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/couvant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Batture Bistro and Bar,info@one11hotel.com,https://www.one11hotel.com/batture/,original,4.1,35.0,$$,"New American, Breakfast & Brunch, Cocktail Bars",(504) 699-8100,"111 Iberville St, New Orleans, LA, 70130",https://www.yelp.com/biz/batture-bistro-and-bar-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Bao & Noodle,info@baoandnoodle.com,http://www.baoandnoodle.com/,original,4.0,217.0,$$,"Chinese, Noodles",(504) 272-0004,"2266 Saint Claude Ave, New Orleans, LA, 70117",https://www.yelp.com/biz/bao-and-noodle-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Hot Stuff,mason@turkeyandthewolf.com,http://www.hotstuffneworleans.com/,original,4.4,59.0,,"Southern, Chicken Wings",(504) 381-4098,"7507 Maple St, New Orleans, LA, 70118",https://www.yelp.com/biz/hot-stuff-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Mr. Tequila Bar and Grill,brothers@mrtequila.net,http://mrtequilanola.com/,original,4.3,148.0,$$,"New Mexican Cuisine, Tacos, Beer Bar",(504) 766-9660,"5018 Freret St, New Orleans, LA, 70115",https://www.yelp.com/biz/mr-tequila-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Banh Mi Boys,joshuagould@bmbsandwiches.com,https://banhmiboysuptown.com/,original,4.3,150.0,$$,"Sandwiches, Chicken Wings, Vietnamese",(504) 354-8502,"3244 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/banh-mi-boys-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Capt. Sal's Seafood & Chicken,captsalseafoodandrestaurant@gmail.com,http://captsalseafoodchicken.com/,original,4.2,72.0,$,"Seafood, Cajun/Creole",(504) 948-9990,"3168 Saint Claude Ave, New Orleans, LA, 70117",https://www.yelp.com/biz/capt-sals-seafood-and-chicken-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Nola Pizza Co.,info@nolabrewing.com,http://nolapizzaco.com/,original,4.0,94.0,,"Pizza, Salad, Sandwiches",(504) 272-0618,"3033 Tchoupitoulas St, New Orleans, LA, 70115",https://www.yelp.com/biz/nola-pizza-co-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Taqueria La Coyota,gorgegutierrez61@gmail.com,https://taquerialacoyota.com/,original,4.6,16.0,$$,"Food Trucks, Mexican",,"6021 N Claiborne Ave, New Orleans, LA, 70117",https://www.yelp.com/biz/taqueria-la-coyota-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Patrick’s Bar Vin,patrick@patricksbarvin.com,https://patricksbarvin.com/,original,4.3,6205.0,$$$,"Cajun/Creole, Cocktail Bars, Breakfast & Brunch",(504) 899-8221,"1403 Washington Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/commanders-palace-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Louie’s Kitchen,info@louies.top,https://louies.top/,original,4.2,26.0,$,"Fast Food, Ice Cream & Frozen Yogurt",(504) 248-7319,"5609 Read Blvd, New Orleans, LA, 70127",https://www.yelp.com/biz/louie-s-kitchen-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Hoshun,s.ho@hoshunrestaurant.com,http://www.hoshunrestaurant.com/,original,3.4,486.0,$$,"Sushi Bars, Japanese, Chinese",(504) 302-9716,"1601 Saint Charles Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/hoshun-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Haiku Sushi,info@haikunola.com,http://haikunola.com/,original,4.1,253.0,$$,"Sushi Bars, Japanese",(504) 301-0850,"4430 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/haiku-sushi-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
El Taco Loco,info@tacoloconola.com,https://www.eltacoloconola.com/,original,4.2,165.0,$,Tacos,(504) 372-3224,"634 S Carrollton Ave, New Orleans, LA, 70118",https://www.yelp.com/biz/el-taco-loco-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Lamara Coffee & Kitchen,eatwell@lamaracoffeeandkitchen.com,http://www.lamaracoffeeandkitchen.com/,original,4.2,95.0,$$,"Vegetarian, Juice Bars & Smoothies, Gluten-Free",(504) 920-9991,"1300 N Broad St, New Orleans, LA, 70119",https://www.yelp.com/biz/lamara-coffee-and-kitchen-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Baronne Bistro,info@baronnebistro.com,http://www.baronnebistro.com/,original,4.3,92.0,$$,"Sandwiches, Southern, Cajun/Creole",(504) 224-2371,"616 Baronne St, New Orleans, LA, 70113",https://www.yelp.com/biz/baronne-bistro-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Two Sistas 'N Da East,info@twosistas.top,https://twosistas.top/,original,4.8,47.0,,Italian,(504) 221-1560,"1300 St Bernard Ave, New Orleans, LA, 70116",https://www.yelp.com/biz/pulcinella-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Mister Oso New Orleans,events@misterosonola.com,https://www.misterosonola.com/,original,4.0,142.0,$$,"Tacos, Latin American, Vegetarian",(504) 335-1740,"601 Tchoupitoulas St, New Orleans, LA, 70130",https://www.yelp.com/biz/mister-oso-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Jazmine Café,sebastian@aldusleaf.org,http://www.jazminecafe.com/,original,3.6,177.0,$$,Vietnamese,(504) 866-9301,"614 S Carrollton Ave, New Orleans, LA, 70118",https://www.yelp.com/biz/jazmine-cafe-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Silver Whistle Café,info@silverwhistlecafe.com,https://silverwhistlecafe.com/,original,4.2,106.0,$$,"Coffee & Tea, Breakfast & Brunch",(504) 323-1455,"2031 St Charles Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/silver-whistle-caf%C3%A9-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
San Lorenzo Restaurant and Paradise Lounge,info@saintvincentnola.com,https://saintvincentnola.com/dining/,original,4.3,94.0,,Italian,(504) 350-2430,"1507 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/san-lorenzo-at-hotel-saint-vincent-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Rendez-Vous Creole Haitian Restaurant,konbitgroup@gmail.com,https://rendezvouscreole.com/,original,3.5,12.0,,"Haitian, Cajun/Creole",(504) 281-4834,"3042 General Collins Ave, New Orleans, LA, 70114",https://www.yelp.com/biz/rendez-vous-creole-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Backyard,gettogether@thebackyardnola.com,http://www.thebackyardnola.com/,original,3.9,294.0,$$,"Burgers, Chicken Wings, Barbeque",(504) 309-8767,"244 W Harrison Ave, New Orleans, LA, 70124",https://www.yelp.com/biz/the-backyard-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Acamaya,hola@chamuconola.com,https://www.acamayanola.com/,original,3.9,80.0,,"Mexican, Seafood, Bars",(504) 299-3477,"3070 Dauphine St, New Orleans, LA, 70117",https://www.yelp.com/biz/acamaya-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Hungry Eyes,hungryeyesnola@gmail.com,https://www.hungryeyesnola.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website-link,original,3.7,64.0,,Turkish,,"4206 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/hungry-eyes-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Birdy's Behind The Bower,info@birdysnola.com,http://www.birdysnola.com/,original,4.1,325.0,$$,"Breakfast & Brunch, American, Sandwiches",(504) 302-2992,"1320 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/birdy-s-behind-the-bower-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
McDonald's,info@mcdonalds.com,https://www.mcdonalds.com/us/en-us/location/LA/NEW-ORLEANS/4240-LOUISA-ST/5462.html?cid=RF:YXT:GMB::Clicks,original,1.4,89.0,$,"Burgers, Fast Food, Coffee & Tea",(504) 309-0908,"2757 Canal St, New Orleans, LA, 70119",https://www.yelp.com/biz/mcdonalds-new-orleans-26?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Lakeview Pearl Sushi Bar & Asian Bistro,lakeviewpearlnola@gmail.com,http://www.lakeviewpearlneworleans.com/,original,4.8,45.0,,"Sushi Bars, Japanese",(504) 354-1678,"1300 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/koru-new-orleans-5?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
La Patrona,lapatronarestaurantnola@gmail.com,https://lapatronanola.com/,original,4.5,71.0,,Mexican,(504) 381-4621,"575 S Carrollton Ave, New Orleans, LA, 70118",https://www.yelp.com/biz/la-patrona-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Vegan Snack Shack,thevegansnackshack@gmail.com,https://vegan-snack-shack.square.site/,original,3.2,83.0,,"Vegan, Vegetarian, Gluten-Free",(504) 386-9013,"928 Hendee, New Orleans, LA, 70114",https://www.yelp.com/biz/vegan-snack-shack-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
J's Seafood Dock,julietdistefano@neworleans.com,https://www.neworleans.com/listing/js-seafood-dock/33720/,original,4.2,376.0,$$,"Seafood, Cajun/Creole",(504) 523-5757,"1100 N Peters St, New Orleans, LA, 70116",https://www.yelp.com/biz/js-seafood-dock-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Williby's Catfish | Fresh Catfish Restaurant,willibyscatfish@gmail.com,http://www.willibyscatfish.com/,original,4.3,35.0,,Seafood Markets,(504) 354-9371,"4327 Paris Ave, New Orleans, LA, 70122",https://www.yelp.com/biz/willibys-catfish-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Iberville Cuisine,dine@ibervillecuisine.com,https://www.ibervillecuisine.com/home,original,3.6,33.0,,"New American, Cajun/Creole, Southern",(504) 354-1080,"821 Iberville St, New Orleans, LA, 70112",https://www.yelp.com/biz/iberville-cuisine-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
El Paso Mexican Grill On Magazine Street,majino36@gmail.com,http://elpasomagazinenola.com/,original,3.9,65.0,$$,Mexican,(504) 493-7276,"3242 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/el-paso-mexican-grill-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Chemin à la Mer,cheminalamer.neworleans@fourseasons.com,https://www.cheminalamer.com/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-nln-fab-mid-seo-na&utm_content=na-na&utm_term=na,original,4.3,139.0,$$$,"French, Bars, Breakfast & Brunch",(504) 434-5100,"2 Canal St, New Orleans, LA, 70130",https://www.yelp.com/biz/chemin-a-la-mer-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Chick-fil-A,dmca@chick-fil-a.com,https://www.chick-fil-a.com/locations/la/i-10-carrollton?utm_source=yext&utm_medium=link,original,2.0,35.0,$$,"Fast Food, Salad, Chicken Shop",(504) 276-2828,"4068 Tulane Ave, New Orleans, LA, 70119",https://www.yelp.com/biz/chick-fil-a-new-orleans-6?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Mr. Ed's PoBoy Shop & Drinks,pearlroomnola@gmail.com,https://mredsrestaurants.com/mr-eds-po-boy-shop,original,4.6,71.0,$$,"Seafood, Beer, Wine & Spirits, Italian",(504) 766-0176,"620 Iberville St, New Orleans, LA, 70130",https://www.yelp.com/biz/mr-eds-poboy-shop-and-drinks-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Fritai,info@indiantypefoundry.com,http://fritai.com/,original,4.3,254.0,$$,Haitian,(504) 264-7899,"1535 Basin St, New Orleans, LA, 70116",https://www.yelp.com/biz/fritai-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Wing Snack Express,wingsnacke@yahoo.com,http://www.wingsnackexpress.com/,original,5.0,1.0,,"Chicken Wings, Fast Food",(504) 962-7192,"759 N Claiborne Ave, New Orleans, LA, 70116",https://www.yelp.com/biz/wing-snack-express-new-orleans-4?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Applebee's Grill + Bar,comments@applemetro.com,https://restaurants.applebees.com/en-us/la/new-orleans/4005-general-degaulle-90077?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=90077&utm_content=website,original,2.5,131.0,$$,"American, Sports Bars, Burgers",(504) 734-0042,"1220 S Clearview Pkwy, Harahan, LA, 70123",https://www.yelp.com/biz/applebees-grill-bar-harahan?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Phoenix Bar,phoenixbarnola@gmail.com,http://phoenixbarnola.com/,original,4.0,52.0,$,"Gay Bars, Dive Bars",(504) 945-9264,"941 Elysian Fields Ave, New Orleans, LA, 70117",https://www.yelp.com/biz/phoenix-bar-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Sprouts Organic Cafe,info@sproutsorganiccafe.com,http://www.sproutsorganiccafe.com/,original,3.9,16.0,,"Cafes, Vegan, Juice Bars & Smoothies",(504) 919-1221,"1200 Henriette Delille St, New Orleans, LA, 70116",https://www.yelp.com/biz/sprouts-organic-cafe-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
New Orleans Coffee & Beignet Company,customerservice@allianzassistance.com,https://www.marriott.com/en-us/hotels/msydt-renaissance-new-orleans-arts-warehouse-district-hotel/dining/?scid=fooddeals-1,original,3.7,67.0,$,"Coffee & Tea, Breakfast & Brunch",(504) 613-2350,"700 Tchoupitoulas St, New Orleans, LA, 70115",https://www.yelp.com/biz/new-orleans-coffee-and-beignet-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
East of Italy,info@eastofitaly.com,https://www.eastofitaly.com/,original,3.5,99.0,$$,"Italian, Seafood, Pizza",(504) 286-1022,"6600 Franklin Ave, New Orleans, LA, 70122",https://www.yelp.com/biz/east-of-italy-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Los Catrachos Restaurant,loscatrachosmetairie@hotmail.com,https://loscatrachos.devournow.com/,original,3.8,85.0,$,"Latin American, Spanish, Honduran",(504) 510-2890,"3001 Tulane Ave., New Orleans, LA, 70119",https://www.yelp.com/biz/los-catrachos-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Bourrée,bourreenola@boucherie-nola.com,http://www.bourreenola.com/,original,3.4,203.0,$$,"Chicken Wings, Bars, Cajun/Creole",(504) 510-4040,"1510 S Carrollton Ave, New Orleans, LA, 70118",https://www.yelp.com/biz/bourr%C3%A9e-new-orleans-6?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Cafe Pontalba,info@neworleansrestaurants.com,http://www.neworleansrestaurants.com/cafe_pontalba/,original,3.0,687.0,$$,"Cajun/Creole, Seafood",(504) 522-1180,"546 Saint Peter St, New Orleans, LA, 70116",https://www.yelp.com/biz/cafe-pontalba-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Popeyes Louisiana Kitchen,cliff.starman@popeyes.com,https://www.popeyes.com/store-locator/store/restaurant_83379?utm_source=yext&utm_medium=referral&utm_campaign=organic-local-listings,original,2.8,247.0,$,"Fast Food, Chicken Wings",(504) 569-1005,"621 Canal St, New Orleans, LA, 70130",https://www.yelp.com/biz/popeyes-louisiana-kitchen-new-orleans-5?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Cajun Shack NOLA,cajunshacknola@gmail.com,http://www.cajunshacknola.com/,original,4.1,41.0,,"Seafood, Cajun/Creole, Chicken Wings",(504) 218-4204,"9830 Lake Forest Blvd, New Orleans, LA, 70127",https://www.yelp.com/biz/cajun-shack-nola-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
American Townhouse,matt@atnola.com,http://atnola.com/,original,4.1,59.0,$$,"Gay Bars, New American",,"1012 N Rampart St, New Orleans, LA, 70116",https://www.yelp.com/biz/american-townhouse-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Estrella Steak & Lobster,estrellasteak@gmail.com,https://estrellasteaknola.com/,original,3.2,503.0,$$,"Steakhouses, Seafood, Bars",(504) 525-6151,"237 Decatur St, New Orleans, LA, 70130",https://www.yelp.com/biz/estrella-steak-and-lobster-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Tipsy Trumpet,contactus@tipsytrumpet.com,https://tipsytrumpet.com/?utm_source=google,original,3.8,82.0,,Bars,(504) 327-5228,"615 Bourbon St, New Orleans, LA, 70130",https://www.yelp.com/biz/tipsy-trumpet-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
